,EWE,ENGLISH
19702,"20 Wotsɔ Hebron na Kaleb, abe ale si tututu Mose do ŋugbee ene, eye wònya Anak viŋutsu etɔ̃awo ɖa le afi ma.","20 And they gave Caleb Hebron, as Moses had promised, and he dispossessed from there the three sons of the ʽAnak."
19703,"21 Ke Benyamin viwo menya Yebusitɔ siwo nɔ Yerusalem la ɖa o, ale wɔ Yebusitɔwo le Benyamin viwo dome le Yerusalem va se ɖe egbe.","21 And the sons of Benjamin did not dispossess the Jebusites who lived in Jerusalem, and the Jebusites lived with the sons of Benjamin in Jerusalem to this day."
19704,"22 Yosef ƒe aƒe la ho ɖe Betel ŋu, eye Yehowa nɔ kpli wo.","22 And the house of Joseph too went up to Bethel, and Jehovah was with them."
19705,"23 Yosef ƒe aƒe la nɔ ŋku tsam le Betel (tsã la, woyɔa du la be Luz),",23 And the house of Joseph made a reconnaissance at Bethel (the name of the city formerly was Luz);
19706,"24 eye ŋkutsalaawo kpɔ ŋutsu aɖe do tso dua me. Eye wogblɔ nɛ be: “Míeɖe kuku, fia mɔ si míato age ɖe dua me la mí, ekema míave nuwò.”","24 and the sentinels saw a man come out of the city, and said to him “Show us the way into the city and we will befriend you.”"
19707,"25 Eya ta ŋutsua fia mɔ si woato age ɖe dua me la wo; eye woyi ɖasi du la kple yi, ke woɖe asi le ŋutsua kple eƒe ƒomea me tɔwo katã ŋu.","25 And he showed them the way into the city; and they massacred the people of the city, but let the man and his clan go."
19708,"26 Ŋutsua dzo yi Hititɔwo ƒe anyigba dzi eye wòtso du hena ŋkɔe be Luz, esiae nye du la ŋkɔ va se ɖe egbe.",26 And the man went to the country of the Hittites and built a city and named it Luz; that is its name to this day.
19709,"27 Manase mexɔ Bet-Sean kple eŋu duwo, Taanak kple eŋu duwo, Dortɔwo kple woƒe duwo, Yibleamtɔwo kple woƒe duwo, kpakple Megidotɔwo kple woƒe duwo o. Kanaantɔwo do dzi nɔ anyigba sia dzi kpiŋ.","27 And Manasseh did not dispossess Beth-Shean and its dependencies, and Taʽanac and its dependencies, and the inhabitants of Dor and its dependencies, and the inhabitants of Jibleʽam and its dependencies, and the inhabitants of Megiddo and its dependencies, but the Canaanites persisted in living in this country."
19710,"28 Esi ŋusẽ va ɖo Israel ŋu la, wona Kanaantɔwo wɔ dzizizidɔ na wo, negbe ɖeko womenya wo ɖa keŋkeŋ o.",28 And when Israel grew strong they subjected them to forced labor; they did not dispossess them.
19711,29 Efrayim hã menya Kanaantɔ siwo le Gezer la ɖa o. Kanaantɔwo tsi wo dome le Gezer.,"29 And Ephraim did not dispossess the Canaanites who lived in Gezer, but the Canaanites lived among them in Gezer."
19712,"30 Zebulon menya Kitrontɔwo kple Nahaloltɔwo ɖa o. Kanaantɔwo tsi wo dome, gake Zebulon na wowɔ dzizizidɔ na wo.","30 Zebulun did not dispossess the inhabitants of Kitron and the inhabitants of Nahalol, but the Canaanites lived among them and became subject to forced labor."
19713,"31 Aser menya ame siwo le Ako, Sidon, Ahlab, Akzib, Helba, Afik kple Rehob la ɖa o.","31 Asher did not dispossess the inhabitants of ʽAcco and the inhabitants of Sidon, and Ahlab and Aczib and Helbah and Aphik and Rehob;"
19714,"32 Ale wɔ Aser viwo nɔ Kanaantɔ siwo nɔ anyigbaa dzi la dome, elabena Aser menya wo ɖa o.","32 and the Asherites lived among the Canaanites, the inhabitants of the country, but had not dispossessed them."
19715,"33 Naftali menya ame siwo le Bet-Semes kple Bet-Anat ɖa o, ke boŋ wonɔ Kanaantɔ siwo nɔ anyigbaa dzi la dome. Bet-Semestɔwo kple Bet-Anattɔwo zu dzizizidɔwɔlawo na wo.","33 Naphtali did not dispossess the inhabitants of Beth-Shemesh and the inhabitants of Beth-ʽAnath, but lived among the Canaanites, the inhabitants of the country, and the inhabitants of Beth-Shemesh and Beth-ʽAnath became subject to forced labor under them."
19716,"34 Amoritɔwo na Dan viwo tsi tonuto la me, eye womeɖe mɔ na wo be woava gbadzaƒe la o.","34 And the Amorites crowded the sons of Dan into the highland; for they did not let them get down to the vale,"
19717,35 Eya ta Amoritɔwo ɖoe kplikpaa nɔ Heres To la dzi kple Aiyalon kpakple Saalbim.,"35 and the Amorites persisted in living in Har-Heres, in Aijalon, and in Shaʽalbim."
19718,"Gake esi ŋusẽ ɖo Yosef ƒe aƒe la ŋu la, wozi wo dzi wowɔ dɔ sesẽ na wo.","But the hand of the house of Joseph grew heavy, and they became subject to forced labor."
19719,36 Amoritɔwo ƒe anyigba tso Akrabim-todzimɔ la gbɔ kple Sela hemlo ɖo ta dzi.,"36 And the territory of the Amorites was from Scorpion Pass, from Selaʽ upward."
19720,Ʋɔnudrɔ̃lawo,Judges
19721,2:1-23,2:1-23
19722,2 Eye Yehowa ƒe dɔla tso Gilgal yi Bokim eye wògblɔ be: “Mekplɔ mi tso Egipte va anyigba si ŋu meka atam ɖo na mia tɔgbuiwo la dzi.,"2 And the Angel of Jehovah went up from the Gilgal to Bokim, and said “. . ."
19723,"Eye megblɔ hã be: ‘Nyematu nu, si mebla kpli mi la gbeɖe o. 2 Migabla nu kple anyigba sia dzi nɔlawo o, eye migbã woƒe vɔsamlekpuiwo ƒu anyi.’","I led you up from Egypt, and brought you into the country that I had sworn to your fathers I would, and said ‘I will not break my covenant with you forever; 2 and you shall make no treaties with the inhabitants of this country; you shall pull down their altars’"
19724,Ke mieɖo to nye gbe o. Nu ka ŋuti miewɔ alea ɖo?,and you did not obey me; what is this you have done?
19725,"3 Eya ta nye hã megblɔ be: ‘Nyemanya wo ɖa le mia ŋgɔ o, woazu mɔ̃ na mi, eye woatsɔ woƒe mawuwo akplɔ mi atrae.’”","3 So I have said I would not drive them out before you, but you shall have them as foes and their gods as a snare.”"
19726,"4 Esi Yehowa ƒe dɔla la gblɔ nya siawo na Israel-viwo katã la, dukɔ la fa avi hoo.","4 And when the Angel of Jehovah said these things to all the sons of Israel, the people raised their voices and wept;"
19727,"5 Eya ta wona ŋkɔ teƒe la be Bokim, eye wosa vɔ le afi ma na Yehowa.","5 and they named the place Bokim, “Weepers,” and sacrificed there to Jehovah."
19728,"6 Esi Yosua na dukɔa dzo la, Israel-viwo dometɔ ɖe sia ɖe yi anyigba si dome wònyi la dzi ne wòaxɔe.","6 And Joshuaʽ dismissed the people, and the sons of Israel went home to their farms to take possession of the country."
19729,"7 Eye dukɔ la yi edzi subɔ Yehowa le Yosua ƒe agbemeŋkekewo katã kple ame tsitsi siwo ganɔ agbe le Yosua ƒe ku megbe, siwo kpɔ dɔ gã siwo katã Yehowa wɔ na Israel teƒe la, ƒe agbenɔɣi katã.","7 And the people worshiped Jehovah throughout Joshuaʽ’s life, and throughout the life of the elders who outlived Joshuaʽ, who had seen all Jehovah’s great work that he did for Israel."
19730,"8 Eye Yehowa ƒe subɔla Yosua, Nun vi la, ku esi wòxɔ ƒe alafa ɖeka kple ewo.","8 And Jehovah’s servant Joshuaʽ the son of Nun died at the age of a hundred and ten years,"
19731,9 Eye woɖii ɖe anyigba si dome wònyi la dzi le Timna-Heres le Efrayim tonuto la me le Gaas To la ƒe dziehe gome.,"9 and they buried him on his estate at Timnath-Heres in the highland of Ephraim, to the north of Gaash Mountain."
19732,"10 Dzidzime ma katã ku eye wotsɔ wo kpe ɖe wo tɔgbuiwo ŋu, eye dzidzime bubu va ɖe wo yome, ame siwo medze si Yehowa alo nya dɔ siwo wòwɔ na Israel la o.","10 And so were all that generation gathered to their fathers, and there arose after them another generation that did not know Jehovah nor the work that he did for Israel."
19733,"11 Eya ta Israel-viwo wɔ nu si nye vɔ̃ le Yehowa ŋkume, eye wosubɔ Baalwo.","11 And the sons of Israel did what displeased Jehovah, and worshiped the Baals;"
19734,"12 Ale wogblẽ Yehowa, wo fofowo ƒe Mawu, ame si kplɔ wo tso Egipte-nyigba dzi la ɖi. Wodze mawu bubuwo, siwo nye dukɔ siwo ƒo xlã wo godoo la ƒe mawuwo yome, eye wode ta agu na wo tsɔ do dziku na Yehowa.","12 and they left their fathers’ God Jehovah, who had brought them out of Egypt, and followed other gods from among the gods of the peoples around them, and did reverence to them, and provoked Jehovah;"
19735,13 Wogblẽ Yehowa ɖi hesubɔ Baal kple Astoret legbawo.,13 and they left Jehovah and worshiped the Baal and the ʽAshtarts.
19736,"14 Yehowa ƒe dɔmedzoe bi ɖe Israel ŋu, ale be wòtsɔ wo de asi na adzohawo woda adzo wo. Etsɔ wo dzra na woƒe futɔ siwo ƒo xlã wo la, eye womegate ŋu nɔ te ɖe woƒe futɔwo nu o.","14 And Jehovah was angry with Israel and gave them into the hands of pillagers, and they pillaged them; and he sold them into the hands of their enemies on all sides, and they could no longer stand before their enemies."
19737,"15 Afi sia afi si woyi la, Yehowa ƒe asi sẽna ɖe wo dzi, ale be vɔ̃ tua wo, abe ale si Yehowa gblɔ na wo kple ale si Yehowa ka atam na woe ene, eye woɖo xaxa me ŋutɔ.","15 In everything they undertook Jehovah’s hand was on them for mischief, as Jehovah had threatened and as Jehovah had sworn to them; and they were in great straits."
19738,"16 Eya ta Yehowa ɖoa ʋɔnudrɔ̃lawo na wo, ame siwo ɖea wo tso adzohawo si me.","16 And Jehovah raised up judges, and they saved them out of the hands of their pillagers;"
19739,"17 Gake wogbe toɖoɖo ʋɔnudrɔ̃lawo gɔ̃ hã, wowɔa ahasi kple mawu bubuwo, eye wodea ta agu na wo.","17 and neither did they listen to their judges, but prostituted themselves to follow other gods and did reverence to them."
19740,"Wotrɔ ɖa kaba tso mɔ si dzi wo tɔgbuiwo, ame siwo ɖo to Yehowa ƒe sededewo, zɔ la dzi. Womewɔ nu abe wo tɔgbuiwo ene o.","They quickly left the road their fathers had gone in, obeying Jehovah’s commandments; they did not do so."
19741,"18 Ɣesiaɣi si Yehowa ɖo ʋɔnudrɔ̃la na wo la, Yehowa nɔa anyi kple ʋɔnudrɔ̃laa, eye wòɖea wo tso woƒe futɔwo si me le ʋɔnudrɔ̃la la ƒe ŋkekewo katã me; elabena ewɔa nublanui na Yehowa ne ame siwo te wo ɖe anyi kple ame siwo sẽ ŋuta le wo ŋu na wole hũ ɖem.","18 And when Jehovah raised up judges for them Jehovah was with the judge and saved them out of the hands of their enemies throughout the time of the judge, because Jehovah repented at their groaning over their oppressors and molesters."
19742,"19 Ke ne ʋɔnudrɔ̃la la ku la, wogawɔa nu gbegblẽ ɖe edzi wu wo fofowo, wodzea mawu bubuwo yome, eye wosubɔa wo hedea ta agu na wo. Womeɖea asi le woƒe nuwɔnawo kple woƒe tosesẽ la ŋu o.","19 And at the judge’s death they went back to doing more viciously than their fathers, following other gods, worshiping them and doing them reverence; they did not drop any part of their practices, and of their stubborn course."
19743,"20 Mlɔeba Yehowa ƒe dɔmedzoe bi ɖe Israel ŋu wògblɔ be: “Esi dukɔ sia tu nu, si mebla kpli wo tɔgbuiwo, eye womeɖo to nye gbe o ta la,","20 And Jehovah was angry with Israel and said “Since this nation have violated my covenant which I commanded their fathers, and not been obedient to me,"
19744,21 nye hã nyemanya dukɔ siwo Yosua kpɔtɔ ɖi hafi ku la dometɔ ɖeka pɛ hã ɖa le wo ŋgɔ o.,"21 I on my part will not dispossess before you any more of the nations that Joshuaʽ left when he died,”"
19745,"22 Ne matsɔ wo ado Israel kpɔ be woalé ŋku ɖe Yehowa ƒe mɔ ŋu ahazɔ edzi, abe ale si tututu wo fofowo lé ŋku ɖe eŋu ene loo, alo womalé ŋku ɖe eŋu o hã.” 23 Eya ta Yehowa ɖe mɔ dukɔ siawo tsi anyi.","22 in order to test Israel by them, whether they kept his ways, walking in them, as their fathers had kept them, or not."
19746,"Menya wo ɖa zi ɖeka o, eye metsɔ wo de asi na Yosua o.","23 And Jehovah left these nations, not dispossessing them quickly, and did not give them into Joshuaʽ’s hands."
19747,Ʋɔnudrɔ̃lawo,Judges
19748,3:1-31,3:1-31
19749,3 Dukɔ siwo Yehowa kpɔtɔ ɖi be yeatsɔ ado Israel-vi siwo katã mekpɔ aʋa siwo wowɔ kple Kanaantɔwo teƒe o la kpɔ,"3 And these are the nations that Jehovah left to test Israel by, all who had not known any of the Canaanite wars;"
19750,"2 (ewɔ esia be Israel-viwo ƒe dzidzime siwo ava emegbe la nakpɔ aʋa teƒe, ne wòatsɔ afia aʋawɔwɔ ame siwo mekpɔ aʋa teƒe kpɔ o) la woe nye:","2 only for the sake of the generations of the sons of Israel, to teach them war only those who had not known them before:"
19751,"3 Filistitɔwo ƒe kplɔla atɔ̃awo, Kanaantɔwo, Sidontɔwo, kple Hivitɔwo, siwo katã le Lebanon Towo dzi tso Baal-Hermon To gbɔ va se ɖe Lebo-Hamat ke.","3 the Five Sarns of the Philistines, and all the Canaanites and the Phenicians and the Hivvites that live on Mount Lebanon, from Mount Baal-Hermon to Lebo-Hamath;"
19752,4 Wotsɔ wo do Israel kpɔ ne woakpɔe ɖa be Israel aɖo to Yehowa ƒe se siwo wòde na wo fofowo to Mose dzi hã.,"4 and they were to test Israel by, to know whether they would obey Jehovah’s commandments which he had given to their fathers by Moses."
19753,"5 Eya ta Israel-viwo nɔ Kanaantɔwo, Hititɔwo, Amoritɔwo, Perizitɔwo, Hivitɔwo kple Yebusitɔwo dome.","5 And the sons of Israel lived in the midst of the Canaanites, the Hittites and the Amorites and the Perizzites and the Hivvites and the Jebusites,"
19754,"6 Woɖe wo vinyɔnuwo, eye wotsɔ wo vinyɔnuwo na wo viŋutsuwo woɖe, eye wosubɔ woƒe mawuwo.","6 and took their daughters for wives and gave their own daughters to their sons, and worshiped their gods."
19755,"7 Ale Israel-viwo wɔ nu si nye vɔ̃ le Yehowa ŋkume, woŋlɔ Yehowa woƒe Mawu la be, eye wosubɔ Baalwo kple Aserawo.","7 And the sons of Israel did what displeased Jehovah, and forgot their God Jehovah and worshiped the Baals and the Asherahs;"
19756,"8 Eya ta Yehowa ƒe dɔmedzoe bi ɖe Israel ŋu, ale be wòtsɔ wo dzra na Mesopotamia-fia Kusan-Risatayim. Israel-viwo subɔ Kusan-Risatayim ƒe enyi.","8 and Jehovah was angry with Israel and sold them into the hands of Cushan-Risheathaim, the king of Aram-Naharaim; and the sons of Israel were subject to Cushan-Risheathaim eight years."
19757,"9 Esi Israel-viwo yɔ Yehowa be wòaxɔ na yewo la, Yehowa ɖo xɔla na Israel-viwo, si nye Otniel, Kaleb ƒe tsɛ Kenaz ƒe vi, be wòaɖe wo.","9 And the sons of Israel cried to Jehovah, and Jehovah raised up for the sons of Israel a deliverer who saved them, Ghothniel the son of Kenaz, Caleb’s younger brother;"
19758,"10 Eye Yehowa ƒe gbɔgbɔ va edzi, ale wòzu Israel ƒe ʋɔnudrɔ̃la. Esi wòho aʋa la, Yehowa tsɔ Mesopotamia-fia Kusan-Risatayim de asi nɛ, eye wòɖu Kusan-Risatayim dzi.","10 and the spirit of Jehovah came upon him, and he judged Israel and went out to war, and Jehovah gave King Cushan-Risheathaim of Aram into his hands, and his hands bore hard on Cushan-Risheathaim;"
19759,"11 Ema megbe la, anyigba la kpɔ gbɔdzɔe ƒe blaene.",11 and the country was quiet forty years.
19760,"Emegbe Otniel, Kenaz vi la ku.","And Ghothniel the son of Kenaz died,"
19761,"12 Eye Israel-viwo gade asi nu si nye vɔ̃ wɔwɔ me le Yehowa ŋkume. Eya ta Yehowa ɖe mɔ Moab-fia Eglon ɖu Israel dzi, elabena wowɔ nu si nye vɔ̃ le Yehowa ŋkume.","12 and the sons of Israel did more of what displeased Jehovah, and Jehovah strengthened King ʽEglon of Moab against Israel because of their doing what displeased Jehovah;"
19762,"13 Azɔ hã, ekplɔ Amonitɔwo kple Amalektɔwo va ƒu wo. Wodze Israel dzi eye woxɔ devedu la.","13 and he drew together around him the Bene-ʽAmmon and ʽAmalek, and went and defeated Israel and took possession of the City of Palms;"
19763,14 Israel-viwo subɔ Moab-fia Eglon ƒe wuienyi.,14 and the sons of Israel were subject to King ʽEglon of Moab eighteen years.
19764,15 Eye Israel-viwo yɔ Yehowa be wòaxɔ na yewo.,"15 And the sons of Israel cried to Jehovah, and Jehovah raised them up a deliverer, Ehud the son of Gera the Benjamite, a left-handed man."
19765,"Eya ta Yehowa ɖo xɔla na wo, si nye Ehud, Gera vi, enye Benyamintɔ miawɔla aɖe.",And the sons of Israel were sending a tribute by him to King ʽEglon of Moab;
19766,"16 Ehud tu adekpui nuevee, si didi abɔklugui ɖeka, eye wòtae ɖe ɖusiklito le eƒe awu te.","16 and Ehud made himself a sword with two edges, a foot long, and belted it on under his brigandine, on his right hip."
19767,17 Etsɔ adzɔ la vɛ na Moab-fia Eglon. Eglon nye ame lolo dami aɖe.,17 And he presented the tribute to King ʽEglon of Moab (who was a very fat man);
19768,"18 Esi Ehud tsɔ adzɔa na vɔ la, eya kple ame siwo tsɔ adzɔa vɛ la trɔ dzo.","18 and when he had finished presenting the tribute he dismissed the people who carried the tribute,"
19769,"19 Ke esi woɖo kpetatawo gbɔ le Gilgal la, etrɔ va gblɔ na fia la be: “Oo fia, nya ɣaɣla aɖe le asinye na wò.” Eya ta fia la gblɔ be: “Ðoɖoe nezi!” Ale eƒe subɔviwo katã do go le egbɔ.","19 but he turned back from the carved stones at the Gilgal and said “Your majesty, I have some private business with you”; and he said “Quiet!” and all who were standing in his presence went out from it,"
19770,"20 Eye Ehud va egbɔ, esime eya ɖeka nɔ eƒe xɔtaxɔ si me wòxɔa ya fafɛ le la me.","20 and Ehud went in to him, he sitting in his cool roof-chamber alone."
19771,Eye Ehud gblɔ be: “Mexɔ gbedeasi aɖe tso Mawu gbɔ vɛ na wò.”,And Ehud said “I have an errand from God to you”; and he rose from his chair.
19772,Ale wòtso le eƒe fiazikpui la dzi. 21 Azɔ Ehud do eƒe miasi ɖa ɖe adekpui la le ɖusiklito heƒo ɖe dɔme nɛ flo.,"21 And Ehud put his left hand in and took the sword from his right hip and ran it into ʽEglon’s abdomen,"
19773,"22 Eye adekpui la kple eƒe asiléƒea siaa bu ɖe eme, eye ami nyè tsyɔ adekpui la, elabena meɖe adekpui la le dɔme nɛ o, eye mĩ do go.","22 and it went in hilt and all, and the fat closed over the blade, because he had not drawn the sword out of the abdomen;"
19774,"23 Ehud to akpata la me do, etu xɔtaxɔ la ƒe ʋɔtruawo le emegbe, eye wòde ga wo me.","23 and Ehud went out on the ledge, and shut the doors of the roof-chamber on him and locked them."
19775,"24 Esi wòdzo la, fia ƒe subɔviwo va eye wokpɔ be wode ga xɔtaxɔ la ƒe ʋɔtruwo me. Eya ta wogblɔ be: “Anya nɔ afɔdzi le xɔ emetɔ me le yaxɔƒe la.”","24 And when he had gone out ʽEglon’s servants came and saw how the doors of the roof-chamber were locked, and thought “He must be easing himself in the cool closet”;"
19776,"25 Wolala ʋuu va se ɖe esime wotsi yaa, gake esi wokpɔe be mele xɔtaxɔ la ƒe ʋɔtruawo ʋum o la, wotsɔ safui ʋu wo, eye wokpɔ woƒe aƒetɔ la ku ɖe anyigba!","25 and they waited till they felt uncomfortable, and found that he did not open the doors of the roof-chamber; and they took the key and opened them, and found their sovereign down on the ground dead."
19777,"26 Ehud si dzo esime wonɔ hehem ɖe megbe, eye wòto kpetatawo gbɔ va do ɖe Seira dedie.","26 And Ehud made his escape while they were delaying, and had passed the carved stones and got safe to Seʽirah."
19778,"27 Esi wòɖo afi ma la, eku kpẽ le Efrayim tonuto la me; eye Israel-viwo ɖi tso toawo dzi dze eyome, eye eya ŋutɔ dze wo ŋgɔ.","27 And when he got there he blew the ram-horn in the highland of Ephraim, and the sons of Israel came down from the highland with him, he at their head;"
19779,"28 Eye wògblɔ na wo be: “Midze yonyeme, elabena Yehowa tsɔ miaƒe futɔ siwo nye Moabtɔwo de asi na mi.” Eye wodze eyome heva xe mɔ le Yordan tɔtsoƒewo be Moabtɔwo nagatso tɔa o, eye womeɖe mɔ na ame aɖeke be wòatsoe o.","28 and he said to them “Come down after me, because Jehovah has given your enemies the Moabites into your hands,” and they came down after him and took the fords of the Jordan against the Moabites and did not let a man cross,"
19780,"29 Ɣemaɣi la, wowu Moabtɔ siwo anɔ ame akpe ewo, wo katã wonye ŋutsu kakowo kple kalẽtɔwo; ame ɖeka hɔ̃ hã mesi o.","29 and made havoc of the Moabites at that time, killing about ten thousand men every man of standing and every man of energy; not one escaped;"
19781,30 Wobɔbɔ Moab ɖe Israel ƒe asi te gbe ma gbe; eye anyigba la kpɔ gbɔdzɔe ƒe blaenyi sɔŋ.,30 and Moab was humbled under the hands of Israel on that day. And the country was quiet eighty years.
19782,"31 Samgar, Anat vi va ɖe eyome, etsɔ nyikplɔti wu Filistitɔ alafa ade; eya hã ɖe Israel.","31 And after him was Shamgar the son of ʽAnath, and he made havoc of the Philistines, killing six hundred men with an oxgoad; and he too saved Israel."
19783,Ʋɔnudrɔ̃lawo,Judges
19784,4:1-24,4:1-24
19785,"4 Ke le Ehud ƒe ku megbe la, Israel-viwo gawɔ nu si nye vɔ̃ le Yehowa ŋkume.","4 And the sons of Israel did more of what displeased Jehovah, Ehud being dead,"
19786,"2 Eya ta Yehowa tsɔ wo dzra na Kanaan-fia Yabin, si ɖu fia le Hazor. Eƒe aʋafiae nye Sisera, ame si nɔ dukɔwo ƒe Haroset.","2 and Jehovah sold them into the hands of Jabin, the king of the Canaanites, who reigned at Hasor; his general was Sisera, whose residence was Harosheth-haggoyim;"
19787,"3 Israel-viwo do ɣli na Yehowa, elabena aʋatasiaɖam siwo ƒe afɔtiwo ŋu lãnuwo le alafa asieke le Yabin si, eye wòte Israel-viwo ɖe anyi vevie ƒe blaeve sɔŋ.","3 and the sons of Israel cried out to Jehovah, because he had nine hundred iron chariots; and for twenty years he oppressed the sons of Israel by main force."
19788,"4 Ke nyɔnunyagblɔɖila Debora, Lapidot srɔ̃, nɔ ʋɔnu drɔ̃m Israel ɣemaɣi.","4 And Deborah, a prophetess, the wife of Lappidoth, judged Israel at that time:"
19789,5 Enɔa Debora ƒe deti te le Rama kple Betel dome le Efrayim tonuto la me; eye Israel-viwo yia egbɔ wòdrɔ̃a ʋɔnu na wo.,"5 she sat under Deborah’s Palms between Ramah and Bethel, in the highland of Ephraim, and the sons of Israel went up to her for justice."
19790,"6 Edɔ woyi ɖayɔ Barak, Abinoam vi, tso Kedes-Naftali vɛ, eye wògblɔ nɛ be: “Ðe Yehowa, Israel ƒe Mawu la, mede se oa? ‘Ho yi Tabor To la dzi, nàɖe ame akpe ewo tso Naftali viwo kple Zebulon viwo dome kpe ɖe ɖokuiwò ŋu.","6 And she sent and called Barak the son of Abinoʽam from Kedesh in Naphtali, and said to him “The order has come from Israel’s God Jehovah, ‘Go march on Mount Tabor, taking with you ten thousand men of the sons of Naphtali and of the sons of Zebulun;"
19791,"7 Makplɔ Sisera, Yabin ƒe aʋafia kple eƒe aʋatasiaɖamwo kpakple eƒe aʋakɔ la vɛ na wò le Kison-tɔsisi la nu, eye matsɔe ade asi na wò.’”","7 and I will draw to you, to Kishon Arroyo, Jabin’s general Sisera and his chariots and his host, and I will give them into your hands.’”"
19792,"8 Ke Barak gblɔ nɛ be: “Ne àyi kplim la, ekema mayi; ke ne màyi kplim o la, nye hã nyemayi o.”","8 And Barak said to her “If you go with me I will go, but if you do not I will not.”"
19793,"9 Eɖo eŋu be: “Mayi kpli wò godoo. Ke hã, aʋa si kpe ge miele la ƒe bubu mava na wò o, elabena nyɔnu aɖe si mee Yehowa atsɔ Sisera ade.”","9 And she said “Go with you I will; there will be no glory for you, though, in the campaign on which you go, because Jehovah will sell Sisera into a woman’s hands.”"
19794,Ale Debora tso yi Kedes kpe ɖe Barak ŋu.,And Deborah rose and went with Barak to Kedesh;
19795,"10 Barak yɔ Zebulon kple Naftali va ƒo ƒu ɖe Kedes, eye ŋutsu akpe ewo dze eyome. Debora hã yi kplii.","10 and Barak called out Zebulun and Naphtali to Kedesh; and ten thousand men went up at his back, and Deborah went up with him."
19796,"11 Edzɔ be Kenitɔ Heber dzo le Kenitɔ siwo nye Mose to Hobab ƒe dzidzimeviwo gbɔ, eye wòva tu eƒe agbadɔ ɖe ati gã la xa le Zaananim le Kedes.","11 And Heber the Cainite had separated from the Cainites, the sons of Moses’s father-in-law Hobab, and pitched his tent up to the Besaʽanim Oak near Kedesh."
19797,"12 Wova gblɔ na Sisera be Barak, Abinoam vi, yi Tabor To la dzi.",12 And they told Sisera that Barak the son of Abinoʽam had gone up to Mount Tabor;
19798,"13 Enumake Sisera ƒo eƒe aʋatasiaɖamwo katã aʋatasiaɖam siwo ƒe afɔtiwo ŋu lãnuwo le alafa asieke kple eƒe aʋakɔ blibo la nu ƒu tso dukɔwo ƒe Haroset, eye woho yi Kison-tɔsisi la nu.","13 and Sisera called out all the chariots he had, nine hundred iron chariots, and all the men he had with him, from Harosheth-haggoyim to Kishon Arroyo."
19799,"14 Azɔ Debora gblɔ na Barak be: “Tso, elabena egbee Yehowa atsɔ Sisera ade asi na wò. Ðe Yehowa medze ŋgɔwò oa?”","14 And Deborah said to Barak “Up, for this is the day Jehovah has given Sisera into your hands Jehovah has gone out before you!”"
19800,"Ale Barak ɖi tso Tabor To la dzi, eye ŋutsu akpe ewoawo dze eyome.","And down went Barak from Mount Tabor, with ten thousand men behind him;"
19801,15 Eye Yehowa tsɔ yi de tɔtɔ Sisera kple eƒe aʋatasiaɖamwo katã kple aʋakɔ blibo la katã dome le Barak ŋgɔ.,"15 and Jehovah routed Sisera and all his chariots and all his army unsparingly before Barak, and Sisera dismounted from his chariot and fled on foot,"
19802,Mlɔeba Sisera ɖi le eƒe tasiaɖam la me heto afɔ si. 16 Barak nya aʋatasiaɖamawo kple aʋakɔ la ɖe nu va se ɖe dukɔwo ƒe Haroset ke.,"16 while Barak pursued the chariots and the army clear to Harosheth-haggoyim, and all Sisera’s army fell without quarter: not one was left."
19803,"17 Ke Sisera to afɔ si yi nyɔnu aɖe si ŋkɔe nye Yael, Kenitɔ Heber srɔ̃ ƒe agbadɔ gbɔ, elabena ŋutifafa le Hazor-fia Yabin kple Kenitɔ Heber ƒe aƒe la dome.","17 And Sisera fled on foot to the tent of Jael the wife of Heber the Cainite, because King Jabin of Hasor and the family of Heber the Cainite were at peace."
19804,"18 Eye Yael do yi ɖakpe Sisera gblɔ nɛ be: “Nye aƒetɔ, ge ɖe eme, va dze gbɔnye. Mègavɔ̃ o.” Eya ta eyi eƒe agbadɔ la me, eye wòtsyɔ kuntru nɛ.","18 And Jael went out to meet Sisera and said to him “In here, sir, in here with me; do not be afraid”; and Sisera went in with her into the tent, and she covered him with the rug;"
19805,"19 Eye wògblɔ na nyɔnua be: “Meɖe kuku, na tsi vi aɖem mano, elabena tsikɔ le wuyem.” Eya ta eʋu lãgbalẽgolo si me notsi le, eye wòna ɖee wòno, emegbe wògatsɔ kuntru la tsyɔ nɛ.","19 and he said to her “Let me have a drink of water, I am thirsty,” and she opened the bag of milk and let him drink and covered him up."
19806,"20 Egblɔ nɛ be: “Yi ɖatɔ ɖe agbadɔ la nu, eye ne ame aɖe va bia wò be: ‘Ŋutsu aɖe le afi sia?’ hã la, gblɔ be: ‘Ao!’”","20 And he said to her “Stand at the door of the tent, and if anyone comes and asks you ‘Is there anyone here?’ say ‘No.’”"
19807,"21 Ke Yael, Heber srɔ̃ tsɔ agbadɔtsyoti kple zu ɖe asi. Eye esi ɖeɖi te Sisera ŋu belibeli wòyi alɔ̃ me ʋĩi la, ete ɖe eŋu dzaa eye wòƒo tsyoti la ɖe tonu nɛ heƒoe wòdo ɖe anyigba, ale wòku.","21 And Jael the wife of Heber the Cainite got her tent-peg, and took the hammer in her hand, and went in quietly where he was and drove the peg into his temples, and through into the ground, while he was fast asleep and exhausted, and killed him."
